DeckId;DeckName;DeckNameWithoutSpaces;NameCard;Version;Column1
BLHR;Battles of Legend: Hero's Revenge;Battles-of-Legend:-Hero's-Revenge;Vision HERO Poisoner;0;
CP19;Collection Pack: Duelist of Revolution Version;Collection-Pack:-Duelist-of-Revolution-Version;Vision HERO Poisoner;0;
GFP2;Ghosts From the Past: The 2nd Haunting;Ghosts-From-the-Past:-The-2nd-Haunting;Vision HERO Poisoner;0;
BLHR;Battles of Legend: Hero's Revenge;Battles-of-Legend:-Hero's-Revenge;Vision HERO Trinity;0;
DBLE;Dimension Box Limited Edition;Dimension-Box-Limited-Edition;Vision HERO Trinity;0;
GENF;Generation Force;Generation-Force;Vision HERO Trinity;0;
SHVA;Shadows in Valhalla;Shadows-in-Valhalla;Vision HERO Trinity;0;
BLHR;Battles of Legend: Hero's Revenge;Battles-of-Legend:-Hero's-Revenge;Vision HERO Vyon;0;
DUPO;Duel Power;Duel-Power;Vision HERO Vyon;0;
DUSA;Duelist Saga;Duelist-Saga;Vision HERO Vyon;0;
GFP2;Ghosts From the Past: The 2nd Haunting;Ghosts-From-the-Past:-The-2nd-Haunting;Vision HERO Vyon;0;
LVP2;LINK VRAINS Pack 2;LINK-VRAINS-Pack-2;Vision HERO Vyon;0;
PP19;Premium Pack 19;Premium-Pack-19;Vision HERO Vyon (V.1 - Common);1;Common
PP19;Premium Pack 19;Premium-Pack-19;Vision HERO Vyon (V.2 - Secret Rare);2;Secret Rare
BLHR;Battles of Legend: Hero's Revenge;Battles-of-Legend:-Hero's-Revenge;Vision HERO Witch Raider;0;
BLLR;Battles of Legend: Light's Revenge;Battles-of-Legend:-Light's-Revenge;Vision HERO Witch Raider;0;
CP17;Collectors Pack 2017;Collectors-Pack-2017;Vision HERO Witch Raider;0;
BLHR;Battles of Legend: Hero's Revenge;Battles-of-Legend:-Hero's-Revenge;Vision Release;0;
CP19;Collection Pack: Duelist of Revolution Version;Collection-Pack:-Duelist-of-Revolution-Version;Vision Release;0;
BACH;Battle of Chaos;Battle-of-Chaos;Vision with Eyes of Blue;0;
BACH-JP;Battle of Chaos (OCG);Battle-of-Chaos-(OCG);Vision with Eyes of Blue;0;
SHSP;Shadow Specters;Shadow-Specters;Vivid Knight;0;
DIFO;Dimension Force;Dimension-Force;Vivid Tail;0;
DIFO-JP;Dimension Force (OCG);Dimension-Force-(OCG);Vivid Tail;0;
DIFO;Dimension Force;Dimension-Force;V-LAN Hydra;0;
ETCO;Eternity Code;Eternity-Code;Void Apocalypse;0;
ETCO-JP;Eternity Code (OCG);Eternity-Code-(OCG);Void Apocalypse;0;
GFP2;Ghosts From the Past: The 2nd Haunting;Ghosts-From-the-Past:-The-2nd-Haunting;Void Cauldron;0;
21PP;Premium Pack 2021;Premium-Pack-2021;Void Cauldron (V.1 - Common);1;Common
21PP;Premium Pack 2021;Premium-Pack-2021;Void Cauldron (V.2 - Parallel Rare);2;Parallel Rare
21PP;Premium Pack 2021;Premium-Pack-2021;Void Cauldron (V.3 - Secret Rare);3;Secret Rare
MP15;2015 Mega-Tin Mega Pack;2015-Mega-Tin-Mega-Pack;Void Expansion;0;
SECE;Secrets of Eternity;Secrets-of-Eternity;Void Expansion;0;
SECE-JP;Secrets of Eternity (OCG);Secrets-of-Eternity-(OCG);Void Expansion;0;
BROL;Brothers of Legend;Brothers-of-Legend;Void Feast;0;
RATE;Raging Tempest;Raging-Tempest;Void Feast;0;
RATE-JP;Raging Tempest (OCG);Raging-Tempest-(OCG);Void Feast;0;
CORE;Clash of Rebellions;Clash-of-Rebellions;Void Imagination;0;
CORE-JP;Clash of Rebellions (OCG);Clash-of-Rebellions-(OCG);Void Imagination (V.1 - Super Rare);1;Super Rare
CORE-JP;Clash of Rebellions (OCG);Clash-of-Rebellions-(OCG);Void Imagination (V.2 - Secret Rare);2;Secret Rare
MP15;2015 Mega-Tin Mega Pack;2015-Mega-Tin-Mega-Pack;Void Launch;0;
SECE-JP;Secrets of Eternity (OCG);Secrets-of-Eternity-(OCG);Void Launch;0;
SECE;Secrets of Eternity;Secrets-of-Eternity;Void Launch (V.1 - Super Rare);1;Super Rare
SECE;Secrets of Eternity;Secrets-of-Eternity;Void Launch (V.2 - Super Rare);2;Super Rare
OP14;OTS Tournament Pack 14;OTS-Tournament-Pack-14;Void Ogre Dragon;0;
PRC1;Premium Collection;Premium-Collection;Void Ogre Dragon;0;
CROS;Crossed Souls;Crossed-Souls;Void Purification;0;
CROS-JP;Crossed Souls (OCG);Crossed-Souls-(OCG);Void Purification;0;
MP15;2015 Mega-Tin Mega Pack;2015-Mega-Tin-Mega-Pack;Void Seer;0;
SECE-JP;Secrets of Eternity (OCG);Secrets-of-Eternity-(OCG);Void Seer;0;
SECE;Secrets of Eternity;Secrets-of-Eternity;Void Seer (V.1 - Super Rare);1;Super Rare
SECE;Secrets of Eternity;Secrets-of-Eternity;Void Seer (V.2 - Super Rare);2;Super Rare
PGL3;Premium Gold: Infinite Gold;Premium-Gold:-Infinite-Gold;Void Trap Hole;0;
REDU;Return of the Duelist;Return-of-the-Duelist;Void Trap Hole;0;
SD45;Structure Deck: Forest of the Traptrix;Structure-Deck:-Forest-of-the-Traptrix;Void Trap Hole;0;
SDBT;Structure Deck: Beware of Traptrix;Structure-Deck:-Beware-of-Traptrix;Void Trap Hole;0;
SR11-JP;Structure Deck R: Dragunity Drive;Structure-Deck-R:-Dragunity-Drive;Void Trap Hole;0;
CROS;Crossed Souls;Crossed-Souls;Void Vanishment;0;
CROS-JP;Crossed Souls (OCG);Crossed-Souls-(OCG);Void Vanishment;0;
INOV;Invasion: Vengeance;Invasion:-Vengeance;Vola-Chemicritter Methydraco;0;
INOV-JP;Invasion: Vengeance (OCG);Invasion:-Vengeance-(OCG);Vola-Chemicritter Methydraco;0;
FOTB;Force of the Breaker;Force-of-the-Breaker;Volcanic Blaster;0;
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;Volcanic Blaster;0;
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;Volcanic Cannon (Skill);0;
DT05;Duel Terminal 5;Duel-Terminal-5;Volcanic Counter;0;
PTDN;Phantom Darkness;Phantom-Darkness;Volcanic Counter;0;
SDOK;Structure Deck: Onslaught of the Fire Kings;Structure-Deck:-Onslaught-of-the-Fire-Kings;Volcanic Counter;0;
CT04;Collector's Tins 2007;Collector's-Tins-2007;Volcanic Doomfire;0;
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;Volcanic Doomfire (V.1 - Common);1;Common
FOTB;Force of the Breaker;Force-of-the-Breaker;Volcanic Doomfire (V.1 - Ultra Rare);1;Ultra Rare
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;Volcanic Doomfire (V.2 - Secret Rare);2;Secret Rare
FOTB;Force of the Breaker;Force-of-the-Breaker;Volcanic Doomfire (V.2 - Ultimate Rare);2;Ultimate Rare
LCJW;Legendary Collection 4: Mega Pack;Legendary-Collection-4:-Mega-Pack;Volcanic Eruption;0;
SD09;Structure Deck: Dinosaur's Rage;Structure-Deck:-Dinosaur's-Rage;Volcanic Eruption;0;
FOTB;Force of the Breaker;Force-of-the-Breaker;Volcanic Hammerer;0;
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;Volcanic Hammerer;0;
LODT;Light of Destruction;Light-of-Destruction;Volcanic Queen;0;
TAEV;Tactical Evolution;Tactical-Evolution;Volcanic Rat;0;
FOTB;Force of the Breaker;Force-of-the-Breaker;Volcanic Recharge;0;
DT05;Duel Terminal 5;Duel-Terminal-5;Volcanic Rocket;0;
GLD2;Gold Series 2;Gold-Series-2;Volcanic Rocket;0;
SDOK;Structure Deck: Onslaught of the Fire Kings;Structure-Deck:-Onslaught-of-the-Fire-Kings;Volcanic Rocket;0;
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;Volcanic Rocket (V.1 - Common);1;Common
FOTB;Force of the Breaker;Force-of-the-Breaker;Volcanic Rocket (V.1 - Secret Rare);1;Secret Rare
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;Volcanic Rocket (V.2 - Secret Rare);2;Secret Rare
FOTB;Force of the Breaker;Force-of-the-Breaker;Volcanic Rocket (V.2 - Super Rare);2;Super Rare
AP07;Astral Pack Seven;Astral-Pack-Seven;Volcanic Scattershot;0;
FOTB;Force of the Breaker;Force-of-the-Breaker;Volcanic Scattershot;0;
DT06;Duel Terminal 6;Duel-Terminal-6;Volcanic Shell;0;
GLD2;Gold Series 2;Gold-Series-2;Volcanic Shell;0;
SD35;Structure Deck: Soulburner (OCG);Structure-Deck:-Soulburner-(OCG);Volcanic Shell;0;
SDSB;Structure Deck: Soulburner;Structure-Deck:-Soulburner;Volcanic Shell;0;
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;Volcanic Shell;0;
FOTB;Force of the Breaker;Force-of-the-Breaker;Volcanic Shell (V.1 - Rare);1;Rare
FOTB;Force of the Breaker;Force-of-the-Breaker;Volcanic Shell (V.2 - Ultimate Rare);2;Ultimate Rare
FOTB;Force of the Breaker;Force-of-the-Breaker;Volcanic Slicer (V.1 - Rare);1;Rare
FOTB;Force of the Breaker;Force-of-the-Breaker;Volcanic Slicer (V.2 - Ultimate Rare);2;Ultimate Rare
DAMA;Dawn of Majesty;Dawn-of-Majesty;Voloferniges, the Darkest Dragon Doomrider;0;
MP22;2022 Tin of the Pharaoh's Gods;2022-Tin-of-the-Pharaoh's-Gods;Voloferniges, the Darkest Dragon Doomrider;0;
DAMA-JP;Dawn of Majesty (OCG);Dawn-of-Majesty-(OCG);Voloferniges, the Darkest Dragon Doomrider (V.1 - Super Rare);1;Super Rare
DAMA-JP;Dawn of Majesty (OCG);Dawn-of-Majesty-(OCG);Voloferniges, the Darkest Dragon Doomrider (V.2 - Secret Rare);2;Secret Rare
DAMA-JP;Dawn of Majesty (OCG);Dawn-of-Majesty-(OCG);Voloferniges, the Darkest Dragon Doomrider (V.3 - Starlight Rare);3;Starlight Rare
DR04;Dark Revelation 4;Dark-Revelation-4;Voltanis the Adjudicator;0;
EOJ;Enemy of Justice;Enemy-of-Justice;Voltanis the Adjudicator (V.1 - Ultra Rare);1;Ultra Rare
EOJ;Enemy of Justice;Enemy-of-Justice;Voltanis the Adjudicator (V.2 - Ultimate Rare);2;Ultimate Rare
RIRA;Rising Rampage;Rising-Rampage;Voltester;0;
RIRA-JP;Rising Rampage (OCG);Rising-Rampage-(OCG);Voltester;0;
DREV;Duelist Revolution;Duelist-Revolution;Voltic Bicorn (V.1 - Ultra Rare);1;Ultra Rare
DREV;Duelist Revolution;Duelist-Revolution;Voltic Bicorn (V.2 - Ultimate Rare);2;Ultimate Rare
CP07;Champion Pack: Game Seven;Champion-Pack:-Game-Seven;Voltic Kong;0;
BP01;Battle Pack: Epic Dawn;Battle-Pack:-Epic-Dawn;Voltic Kong (V.1 - Common);1;Common
BP01;Battle Pack: Epic Dawn;Battle-Pack:-Epic-Dawn;Voltic Kong (V.2 - Starfoil Rare);2;Starfoil Rare
CT2;Collector's Tins 2005;Collector's-Tins-2005;Vorse Raider;0;
DPKB;Duelist Pack: Kaiba;Duelist-Pack:-Kaiba;Vorse Raider;0;
DT03;Duel Terminal 3;Duel-Terminal-3;Vorse Raider;0;
LCKC;Legendary Collection Kaiba Mega Pack;Legendary-Collection-Kaiba-Mega-Pack;Vorse Raider;0;
LDK2;Legendary Decks II;Legendary-Decks-II;Vorse Raider;0;
MIL1;Millennium Pack;Millennium-Pack;Vorse Raider;0;
SBCB;Speed Duel: Battle City Box;Speed-Duel:-Battle-City-Box;Vorse Raider;0;
SDKS-JP;Structure Deck: Seto Kaiba (OCG);Structure-Deck:-Seto-Kaiba-(OCG);Vorse Raider;0;
YSKR;Starter Deck: Kaiba Reloaded;Starter-Deck:-Kaiba-Reloaded;Vorse Raider;0;
15AX-Y;Duelist Road -Piece of Memory- Side: Yami Yugi;Duelist-Road--Piece-of-Memory--Side:-Yami-Yugi;Vorse Raider (V.1 - Common);1;Common
15AX-Y;Duelist Road -Piece of Memory- Side: Yami Yugi;Duelist-Road--Piece-of-Memory--Side:-Yami-Yugi;Vorse Raider (V.2 - Parallel Rare);2;Parallel Rare
STOR;Storm of Ragnarok;Storm-of-Ragnarok;Vortex the Whirlwind (V.1 - Super Rare);1;Super Rare
STOR;Storm of Ragnarok;Storm-of-Ragnarok;Vortex the Whirlwind (V.2 - Ultra Rare);2;Ultra Rare
DP19;Duelist Pack: Legend Duelist 2;Duelist-Pack:-Legend-Duelist-2;Vortex Trooper;0;
GLAS;Gladiator's Assault;Gladiator's-Assault;Vortex Trooper;0;
LED2;Legendary Duelists: Ancient Millennium;Legendary-Duelists:-Ancient-Millennium;Vortex Trooper;0;
BP01;Battle Pack: Epic Dawn;Battle-Pack:-Epic-Dawn;Vortex Trooper (V.1 - Common);1;Common
BP01;Battle Pack: Epic Dawn;Battle-Pack:-Epic-Dawn;Vortex Trooper (V.2 - Starfoil Rare);2;Starfoil Rare
CYHO;Cybernetic Horizon;Cybernetic-Horizon;Vorticular Drumgon;0;
MP19;2019 Gold Sarcophagus Tin Mega Pack;2019-Gold-Sarcophagus-Tin-Mega-Pack;Vorticular Drumgon;0;
CYHO-JP;Cybernetic Horizon (OCG);Cybernetic-Horizon-(OCG);Vorticular Drumgon (V.1 - Super Rare);1;Super Rare
CYHO-JP;Cybernetic Horizon (OCG);Cybernetic-Horizon-(OCG);Vorticular Drumgon (V.2 - Secret Rare);2;Secret Rare
CYHO-JP;Cybernetic Horizon (OCG);Cybernetic-Horizon-(OCG);Vorticular Drumgon (V.3 - Special);3;Special
DP2;Duelist Pack: Chazz Princeton;Duelist-Pack:-Chazz-Princeton;V-Tiger Jet;0;
DR04;Dark Revelation 4;Dark-Revelation-4;V-Tiger Jet;0;
EEN;Elemental Energy;Elemental-Energy;V-Tiger Jet;0;
LCKC;Legendary Collection Kaiba Mega Pack;Legendary-Collection-Kaiba-Mega-Pack;V-Tiger Jet;0;
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;V-Tiger Jet;0;
MVP1-JP;Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack (OCG);Yu-Gi-Oh!-The-Dark-Side-of-Dimensions-Movie-Pack-(OCG);Vulcan Dragni the Cubic King;0;
20TH-C;20th Anniversary Legend Collection;20th-Anniversary-Legend-Collection;Vulcan Dragni the Cubic King (V.1 - Super Rare);1;Super Rare
MVP1;The Dark Side of Dimensions Movie Pack;The-Dark-Side-of-Dimensions-Movie-Pack;Vulcan Dragni the Cubic King (V.1 - Ultra Rare);1;Ultra Rare
MVP1;The Dark Side of Dimensions Movie Pack;The-Dark-Side-of-Dimensions-Movie-Pack;Vulcan Dragni the Cubic King (V.2 - Gold Rare);2;Gold Rare
20TH-C;20th Anniversary Legend Collection;20th-Anniversary-Legend-Collection;Vulcan Dragni the Cubic King (V.2 - Secret Rare);2;Secret Rare
MVP1;The Dark Side of Dimensions Movie Pack;The-Dark-Side-of-Dimensions-Movie-Pack;Vulcan Dragni the Cubic King (V.3 - Secret Rare);3;Secret Rare
JUMP;Shonen Jump Magazine;Shonen-Jump-Magazine;Vulcan the Divine;0;
LC5D;Legendary Collection 5D's: Mega Pack;Legendary-Collection-5D's:-Mega-Pack;Vulcan the Divine;0;
SPRG;Booster SP: Raging Masters;Booster-SP:-Raging-Masters;Vulcan the Divine;0;
GP16;Gold Pack 2016;Gold-Pack-2016;Vulcan the Divine (V.1 - Gold Rare);1;Gold Rare
GP16;Gold Pack 2016;Gold-Pack-2016;Vulcan the Divine (V.2 - Gold Secret Rare);2;Gold Secret Rare
DP2;Duelist Pack: Chazz Princeton;Duelist-Pack:-Chazz-Princeton;VW-Tiger Catapult;0;
DR04;Dark Revelation 4;Dark-Revelation-4;VW-Tiger Catapult;0;
EEN;Elemental Energy;Elemental-Energy;VW-Tiger Catapult;0;
LCKC;Legendary Collection Kaiba Mega Pack;Legendary-Collection-Kaiba-Mega-Pack;VW-Tiger Catapult;0;
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;VW-Tiger Catapult;0;
DP19;Duelist Pack: Legend Duelist 2;Duelist-Pack:-Legend-Duelist-2;VWXYZ-Dragon Catapult Cannon;0;
DP2;Duelist Pack: Chazz Princeton;Duelist-Pack:-Chazz-Princeton;VWXYZ-Dragon Catapult Cannon;0;
DR04;Dark Revelation 4;Dark-Revelation-4;VWXYZ-Dragon Catapult Cannon;0;
LART;Lost Art Promos;Lost-Art-Promos;VWXYZ-Dragon Catapult Cannon;0;
LED2;Legendary Duelists: Ancient Millennium;Legendary-Duelists:-Ancient-Millennium;VWXYZ-Dragon Catapult Cannon;0;
SGX1;Speed Duel GX: Duel Academy Box;Speed-Duel-GX:-Duel-Academy-Box;VWXYZ-Dragon Catapult Cannon;0;
EEN;Elemental Energy;Elemental-Energy;VWXYZ-Dragon Catapult Cannon (V.1 - Super Rare);1;Super Rare
EEN;Elemental Energy;Elemental-Energy;VWXYZ-Dragon Catapult Cannon (V.2 - Ultimate Rare);2;Ultimate Rare
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Alpha;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Alpha;0;
DT05;Duel Terminal 5;Duel-Terminal-5;Vylon Charger;0;
HA05;Hidden Arsenal 5;Hidden-Arsenal-5;Vylon Charger;0;
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Component;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Component;0;
DT05;Duel Terminal 5;Duel-Terminal-5;Vylon Cube;0;
HA05;Hidden Arsenal 5;Hidden-Arsenal-5;Vylon Cube;0;
STOR;Storm of Ragnarok;Storm-of-Ragnarok;Vylon Delta;0;
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Disigma;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Disigma;0;
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Element;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Element;0;
DT05;Duel Terminal 5;Duel-Terminal-5;Vylon Epsilon;0;
HA05;Hidden Arsenal 5;Hidden-Arsenal-5;Vylon Epsilon;0;
GENF;Generation Force;Generation-Force;Vylon Filament;0;
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Hept;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Hept;0;
DT05;Duel Terminal 5;Duel-Terminal-5;Vylon Material;0;
HA05;Hidden Arsenal 5;Hidden-Arsenal-5;Vylon Material;0;
STOR;Storm of Ragnarok;Storm-of-Ragnarok;Vylon Matter;0;
PHSW;Photon Shockwave;Photon-Shockwave;Vylon Ohm;0;
BP03;Battle Pack 3: Monster League;Battle-Pack-3:-Monster-League;Vylon Ohm (V.1 - Common);1;Common
BP03;Battle Pack 3: Monster League;Battle-Pack-3:-Monster-League;Vylon Ohm (V.2 - Shatterfoil);2;Shatterfoil
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Omega;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Omega;0;
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Pentachloro;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Pentachloro;0;
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Polytope;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Polytope;0;
DS14;Duelist Sets 2013;Duelist-Sets-2013;Vylon Prism;0;
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Prism;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Prism;0;
SDLI;Structure Deck: The Realm of Light;Structure-Deck:-The-Realm-of-Light;Vylon Prism;0;
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Vylon Prism (V.1 - Common);1;Common
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Vylon Prism (V.2 - Mosaic Rare);2;Mosaic Rare
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Segment;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Segment;0;
DT05;Duel Terminal 5;Duel-Terminal-5;Vylon Sigma;0;
HA05;Hidden Arsenal 5;Hidden-Arsenal-5;Vylon Sigma;0;
DT05;Duel Terminal 5;Duel-Terminal-5;Vylon Soldier;0;
HA05;Hidden Arsenal 5;Hidden-Arsenal-5;Vylon Soldier;0;
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Vylon Soldier (V.1 - Common);1;Common
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Vylon Soldier (V.2 - Mosaic Rare);2;Mosaic Rare
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Sphere;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Sphere;0;
SR09-JP;Structure Deck R: Warriors' Strike;Structure-Deck-R:-Warriors'-Strike;Vylon Sphere;0;
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Stella;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Stella;0;
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Vylon Stella (V.1 - Common);1;Common
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Vylon Stella (V.2 - Mosaic Rare);2;Mosaic Rare
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Stigma;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Stigma;0;
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Tesseract;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Tesseract;0;
DT06;Duel Terminal 6;Duel-Terminal-6;Vylon Tetra;0;
HA06;Hidden Arsenal 6;Hidden-Arsenal-6;Vylon Tetra;0;
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Vylon Tetra (V.1 - Common);1;Common
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Vylon Tetra (V.2 - Mosaic Rare);2;Mosaic Rare
DT05;Duel Terminal 5;Duel-Terminal-5;Vylon Vanguard;0;
HA05;Hidden Arsenal 5;Hidden-Arsenal-5;Vylon Vanguard;0;
EXVC;Extreme Victory;Extreme-Victory;W Nebula Meteorite;0;
BIJ;Starter Deck: Joey (BIJ);Starter-Deck:-Joey-(BIJ);Waboku;0;
BIP;Starter Deck: Pegasus (BIP);Starter-Deck:-Pegasus-(BIP);Waboku;0;
BIY;Starter Deck: Yugi (BIY);Starter-Deck:-Yugi-(BIY);Waboku;0;
DDJ;Starter Deck: Joey (DDJ);Starter-Deck:-Joey-(DDJ);Waboku;0;
DDP;Starter Deck: Pegasus (DDP);Starter-Deck:-Pegasus-(DDP);Waboku;0;
DIJ;Starter Deck: Joey (DIJ);Starter-Deck:-Joey-(DIJ);Waboku;0;
DIP;Starter Deck: Pegasus (DIP);Starter-Deck:-Pegasus-(DIP);Waboku;0;
DIY;Starter Deck: Yugi (DIY);Starter-Deck:-Yugi-(DIY);Waboku;0;
DT03;Duel Terminal 3;Duel-Terminal-3;Waboku;0;
MIJ;Starter Deck: Joey (MIJ);Starter-Deck:-Joey-(MIJ);Waboku;0;
MIP;Starter Deck: Pegasus (MIP);Starter-Deck:-Pegasus-(MIP);Waboku;0;
MIY;Starter Deck: Yugi (MIY);Starter-Deck:-Yugi-(MIY);Waboku;0;
SBCB;Speed Duel: Battle City Box;Speed-Duel:-Battle-City-Box;Waboku;0;
SD26;Structure Deck: Blitzkrieg of the Mechlight Dragons;Structure-Deck:-Blitzkrieg-of-the-Mechlight-Dragons;Waboku;0;
SD34;Structure Deck: Master Link;Structure-Deck:-Master-Link;Waboku;0;
SD7;Structure Deck: Invincible Fortress;Structure-Deck:-Invincible-Fortress;Waboku;0;
SDCR;Structure Deck: Cyber Dragon Revolution;Structure-Deck:-Cyber-Dragon-Revolution;Waboku;0;
SDJ;Starter Deck: Joey;Starter-Deck:-Joey;Waboku;0;
SDP;Starter Deck: Pegasus;Starter-Deck:-Pegasus;Waboku;0;
SDZW;Structure Deck: Zombie World;Structure-Deck:-Zombie-World;Waboku;0;
SYE;Starter Deck: Yugi Evolution;Starter-Deck:-Yugi-Evolution;Waboku;0;
YSYR;Starter Deck: Yugi Reloaded;Starter-Deck:-Yugi-Reloaded;Waboku;0;
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Waboku (V.1 - Common);1;Common
DDY;Starter Deck: Yugi (DDY);Starter-Deck:-Yugi-(DDY);Waboku (V.1 - Common);1;Common
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Waboku (V.1 - Common);1;Common
SDY;Starter Deck: Yugi;Starter-Deck:-Yugi;Waboku (V.1 - Common);1;Common
DDY;Starter Deck: Yugi (DDY);Starter-Deck:-Yugi-(DDY);Waboku (V.2 - Common);2;Common
SDY;Starter Deck: Yugi;Starter-Deck:-Yugi;Waboku (V.2 - Common);2;Common
BP02;Battle Pack 2: War of the Giants;Battle-Pack-2:-War-of-the-Giants;Waboku (V.2 - Mosaic Rare);2;Mosaic Rare
HAC1;Hidden Arsenal: Chapter 1;Hidden-Arsenal:-Chapter-1;Waboku (V.2 - Parallel Rare);2;Parallel Rare
SDY;Starter Deck: Yugi;Starter-Deck:-Yugi;Waboku (V.3 - Common);3;Common
CHIM;Chaos Impact;Chaos-Impact;Wailing of the Unchained Souls;0;
CHIM-JP;Chaos Impact (OCG);Chaos-Impact-(OCG);Wailing of the Unchained Souls;0;
MP20;2020 Tin of Lost Memories Mega Pack;2020-Tin-of-Lost-Memories-Mega-Pack;Wailing of the Unchained Souls;0;
MAZE;Maze of Memories;Maze-of-Memories;Wake Up Your Elemental HERO;0;
HC01;History Archive Collection;History-Archive-Collection;Wake Up Your Elemental HERO (V.1 - Super Rare);1;Super Rare
HC01;History Archive Collection;History-Archive-Collection;Wake Up Your Elemental HERO (V.2 - Secret Rare);2;Secret Rare
HC01;History Archive Collection;History-Archive-Collection;Wake Up Your Elemental HERO (V.3 - Ultimate Rare);3;Ultimate Rare
HC01;History Archive Collection;History-Archive-Collection;Wake Up Your Elemental HERO (V.4 - Starlight Rare);4;Starlight Rare
FLOD;Flames of Destruction;Flames-of-Destruction;Waking the Dragon;0;
FLOD-JP;Flames of Destruction (OCG);Flames-of-Destruction-(OCG);Waking the Dragon;0;
MP19;2019 Gold Sarcophagus Tin Mega Pack;2019-Gold-Sarcophagus-Tin-Mega-Pack;Waking the Dragon;0;
MYFI;Mystic Fighters;Mystic-Fighters;Waking the Dragon;0;
OP08;OTS Tournament Pack 8;OTS-Tournament-Pack-8;Waking the Dragon;0;
SBTK;Speed Duel: Trials of the Kingdom;Speed-Duel:-Trials-of-the-Kingdom;Waking the Dragon;0;
SD43;Structure Deck: Alba Strike (OCG);Structure-Deck:-Alba-Strike-(OCG);Waking the Dragon;0;
SDAZ;Structure Deck: Albaz Strike;Structure-Deck:-Albaz-Strike;Waking the Dragon;0;
STP3;Speed Duel: Tournament Pack 3;Speed-Duel:-Tournament-Pack-3;Waking the Dragon;0;
DBMF;Deck Build Pack: Mystic Fighters;Deck-Build-Pack:-Mystic-Fighters;Waking the Dragon (V.1 - Common);1;Common
