Deck,Title,LowerPrice,DateTime
MP22,The True Sun God,"0,02 €",2023-03-02
MP22,The Breaking Ruin God,"0,02 €",2023-03-02
DUPO,The Winged Dragon of Ra - Sphere Mode,"8,00 €",2023-03-02
SDCB,The Melody of Awakening Dragon,"0,02 €",2023-03-02
SDAZ,"Thunder King, the Lightningstrike Kaiju","0,02 €",2023-03-02
POTE,"Therion ""Empress"" Alasia","0,02 €",2023-03-02
MAMA,"Therion ""Bull"" Ain","0,02 €",2023-03-02
SR13,The Gates of Dark World,"0,04 €",2023-03-02
SAST,Time Thief Redoer,"0,05 €",2023-03-02
PGL3,Time-Space Trap Hole,"0,20 €",2023-03-02
MP21,Titaniklad the Ash Dragon,"0,15 €",2023-03-02
BACH,Timaeus the United Dragon,"3,40 €",2023-03-02
GFTP,Time Thief Redoer,"0,20 €",2023-03-02
SDAZ,Titaniklad the Ash Dragon,"0,02 €",2023-03-02
MP20,Time Thief Redoer,"1,85 €",2023-03-02
OP21,Time-Space Trap Hole,"0,14 €",2023-03-02
GFP2,Time Thief Temporwhal,"0,02 €",2023-03-02
OP12,Time Thief Redoer,"0,10 €",2023-03-02
GRCR,Ties of the Brethren,"0,02 €",2023-03-02
MP15,Time-Space Trap Hole,"0,69 €",2023-03-02
DABL,Tilting Entrainment,"0,02 €",2023-03-02
MP21,Titanocider,"0,02 €",2023-03-02
DUEA,Time-Space Trap Hole,"0,39 €",2023-03-02
GFTP,Time Thief Adjuster,"0,29 €",2023-03-02
GFTP,Time Thief Regulator,"0,02 €",2023-03-02
GFTP,Time Thief Bezel Ship,"0,02 €",2023-03-02
GFTP,Time Thief Winder,"0,02 €",2023-03-02
LDK2,Ties of the Brethren,"0,02 €",2023-03-02
RIRA,"Tlakalel, His Malevolent Majesty (V.1 - Rare)","0,02 €",2023-03-02
RIRA,"Tlakalel, His Malevolent Majesty","0,02 €",2023-03-02
RIRA-JP,"Tlakalel, His Malevolent Majesty","0,20 €",2023-03-02
DABL,Tobari the Sky Ninja,"0,02 €",2023-03-02
GRCR,Torrential Tribute (V.1 - Rare),"0,02 €",2023-03-02
BLCR,Token Collector,"0,02 €",2023-03-02
LED9,Torrential Tribute,"0,02 €",2023-03-02
MAMA,Toadally Awesome,"0,90 €",2023-03-02
BLCR,Toon Harpie Lady,"0,02 €",2023-03-02
BLCR,Toon Page-Flip,"0,40 €",2023-03-02
BLCR,Toon Bookmark,"0,60 €",2023-03-02
LED8,Tornado Dragon,"0,02 €",2023-03-02
OP21,Tobari the Sky Ninja,"0,19 €",2023-03-02
BLCR,Toon Black Luster Soldier,"4,95 €",2023-03-02
BLCR,Toon Terror,"0,02 €",2023-03-02
MGED,Torrential Tribute,"0,25 €",2023-03-02
BLCR,Tool Box,"0,02 €",2023-03-02
BLRR,Torrential Tribute,"0,50 €",2023-03-02
DUDE,Tornado Dragon,"0,02 €",2023-03-02
BLCR,Todoroki the Earthbolt Star,"0,02 €",2023-03-02
BLAR,Topologic Zeroboros,"0,10 €",2023-03-02
BROL,Toy Parade,"0,02 €",2023-03-02
SR06,Tour Guide From the Underworld,"0,79 €",2023-03-02
PHHY,"Tri-Brigade Arms ""Bucephalus II"" (V.1 - Super Rare)","0,02 €",2023-03-02
PHHY,Triple Tactics Thrust,"58,99 €",2023-03-02
SDBT,Traptantalizing Tune,"0,10 €",2023-03-02
TOCH,"True King Lithosagym, the Disaster","0,02 €",2023-03-02
SDBT,Traptrix Holeutea,"0,05 €",2023-03-02
SDBT,Traptrix Arachnocampa,"0,09 €",2023-03-02
SDBT,Traptrix Pudica,"0,10 €",2023-03-02
PHHY,Trivikarma,"0,02 €",2023-03-02
SDBT,Traptrix Pinguicula,"0,10 €",2023-03-02
MAMA,Traptrix Sera,"0,02 €",2023-03-02
SDBT,Traptrip Garden,"0,06 €",2023-03-02
SDBT,Traptrix Atypus,"0,02 €",2023-03-02
MAMA,Triple Tactics Talent (V.1 - Ultra Rare),"15,00 €",2023-03-02
SDAZ,Tri-Brigade Mercourier,"0,02 €",2023-03-02
RATE,"True King Lithosagym, the Disaster","0,10 €",2023-03-02
ANGU,Trade-In (V.1 - Rare),"0,02 €",2023-03-02
TAMA,Trap Trick (V.1 - Rare),"0,02 €",2023-03-02
MP22,Tri-Brigade Kitt,"0,10 €",2023-03-02
SDBT,Traptrix Myrmeleo,"0,02 €",2023-03-02
SDBT,Traptrix Mantis,"0,02 €",2023-03-02
HISU,"Tsuchigumo, the Poisonous Mayakashi","0,44 €",2023-03-02
HISU,"Tsukahagi, the Poisonous Mayakashi","0,02 €",2023-03-02
SD6,Tsukuyomi,"0,20 €",2023-03-02
DUSA,Tsukuyomi,"1,99 €",2023-03-02
PGL3,Tsukumo Slash,"0,03 €",2023-03-02
DR1,Tsukuyomi,"0,30 €",2023-03-02
DCR,Tsukuyomi (V.1 - Rare),"0,75 €",2023-03-02
20AP-1,Tsukuyomi,"0,49 €",2023-03-02
AP01,Tsukuyomi,"94,99 €",2023-03-02
DBHS,"Tsuchigumo, the Poisonous Mayakashi (V.2 - Parallel Rare)",,2023-03-02
DBHS,"Tsuchigumo, the Poisonous Mayakashi (V.1 - Common)",,2023-03-02
DBHS,"Tsukahagi, the Poisonous Mayakashi (V.1 - Common)","0,15 €",2023-03-02
DBHS,"Tsukahagi, the Poisonous Mayakashi (V.2 - Parallel Rare)",,2023-03-02
PP18,Tsukumo Slash (V.1 - Common),,2023-03-02
PP18,Tsukumo Slash (V.2 - Secret Rare),,2023-03-02
DCR,Tsukuyomi (V.2 - Rare),"2,00 €",2023-03-02
LDS3,Tuning (V.1 - Ultra Rare),"0,05 €",2023-03-02
MAGO,Tuning,"0,02 €",2023-03-02
DABL,Turbo-Tainted Hot Rod GT19,"0,02 €",2023-03-02
LED6,Tuning,"0,02 €",2023-03-02
LDS3,Tuning (V.3 - Ultra Rare),"0,02 €",2023-03-02
LDS3,Tuning (V.2 - Ultra Rare),"0,04 €",2023-03-02
DP08,Turbo Warrior,"0,02 €",2023-03-02
CT05,Turbo Warrior,"0,04 €",2023-03-02
CYHO,Turning of the World,"0,02 €",2023-03-02
BOSH,Tuning Magician,"0,02 €",2023-03-02
DP08,Tuningware,"0,02 €",2023-03-02
SDSE,Tuningware,"0,02 €",2023-03-02
SDSE,Tuning,"0,02 €",2023-03-02
AC18,Tualatin,"0,07 €",2023-03-02
STBL,Tuning (V.2 - Ultimate Rare),"15,00 €",2023-03-02
ABPF,Tuner's Scheme,"0,02 €",2023-03-02
ANPR,Turbo Rocket,"0,02 €",2023-03-02
DP08,Turbo Synchron,"0,02 €",2023-03-02
CSOC,Turbo Warrior (V.2 - Ultimate Rare),"1,50 €",2023-03-02
CRMS,Turret Warrior,"0,02 €",2023-03-02
SDCH,Twin Twisters,"0,28 €",2023-03-02
MGED,Twin Twisters,"0,62 €",2023-03-02
SHVA,Twilight Ninja Jogen,"0,02 €",2023-03-02
BOSH,"Twilight Ninja Getsuga, the Shogun","0,02 €",2023-03-02
SDSH,Twin Twisters,"0,20 €",2023-03-02
SHVA,Twin Twisters,"3,00 €",2023-03-02
BLLR,Twilight Ninja Kagen,"0,05 €",2023-03-02
LEHD,Twin Twisters,"0,49 €",2023-03-02
SR04,Twin Twisters,"0,19 €",2023-03-02
BLLR,Twilight Ninja Jogen,"0,02 €",2023-03-02
SDRR,Twin Twisters,"0,15 €",2023-03-02
OP08,"Twilight Ninja Getsuga, the Shogun","0,02 €",2023-03-02
BOSH,Twin Twisters,"0,33 €",2023-03-02
LDS2,Twilight Rose Knight,"0,02 €",2023-03-02
BOSH,Twilight Ninja Shingetsu,"0,02 €",2023-03-02
LED4,Twilight Rose Knight,"0,02 €",2023-03-02
BOSH,"Twilight Ninja Nichirin, the Chunin","0,02 €",2023-03-02
DAMA,Two Toads with One Sting,"0,02 €",2023-03-02
AP07,Twister,"0,05 €",2023-03-02
MP16,"Twilight Ninja Getsuga, the Shogun","0,02 €",2023-03-02
SESL,"Tytannial, Princess of Camellias","0,02 €",2023-03-02
DUDE,Typhoon,"0,02 €",2023-03-02
GENF,Tyrant's Tummyache,"0,02 €",2023-03-02
LCKC,Tyrant Burst Dragon,"0,02 €",2023-03-02
TDIL,Tyrant Red Dragon Archfiend,"7,00 €",2023-03-02
LCKC,Tyrant Wing,"0,02 €",2023-03-02
PGLD,"Tytannial, Princess of Camellias","0,02 €",2023-03-02
SR04,Tyranno Infinity,"0,02 €",2023-03-02
DANE,Tyrant Dino Fusion,"0,02 €",2023-03-02
PHSW,Tyrant's Throes,"0,02 €",2023-03-02
LEHD,Tyr of the Nordic Champions,"0,02 €",2023-03-02
CSOC,"Tytannial, Princess of Camellias (V.1 - Ultra Rare)","0,09 €",2023-03-02
DRL2,Tyrant Burst Dragon,"0,05 €",2023-03-02
EXVC,Tyrant's Tantrum,"0,02 €",2023-03-02
STBL,Tyrant's Temper,"0,30 €",2023-03-02
STOR,Tyrant's Tirade,"0,02 €",2023-03-02
SDRL,Tyrant Dragon,"0,02 €",2023-03-02
STOR,Tyr of the Nordic Champions,"0,02 €",2023-03-02
PSV,Type Zero Magic Crusher (V.2 - Common),"0,02 €",2023-03-02
DLCS,Tyrant Burst Dragon,"0,02 €",2023-03-02
PHRA,U.A. Hyper Stadium,"0,02 €",2023-03-02
PHRA,U.A. Libero Spiker,"0,02 €",2023-03-02
PHRA,U.A. Locker Room,"0,02 €",2023-03-02
DUEA,U.A. Perfect Ace,"0,02 €",2023-03-02
PHRA,U.A. Player Manager,"0,02 €",2023-03-02
PHRA,U.A. Man of the Match,"0,02 €",2023-03-02
CROS,U.A. Penalty Box,"0,02 €",2023-03-02
NECH,U.A. Midfielder,"0,20 €",2023-03-02
SECE,U.A. Blockbacker,"0,02 €",2023-03-02
DUEA,U.A. Stadium,"0,02 €",2023-03-02
SECE,U.A. Turnover Tactics,"0,02 €",2023-03-02
CROS,U.A. Dreadnought Dunker,"0,02 €",2023-03-02
SECE,U.A. Playmaker,"0,02 €",2023-03-02
DUEA,U.A. Mighty Slugger,"0,02 €",2023-03-02
NECH,U.A. Powered Jersey,"0,02 €",2023-03-02
CROS,U.A. Rival Rebounder,"0,02 €",2023-03-02
NECH,U.A. Goalkeeper,"0,02 €",2023-03-02
OP14,U.A. Signing Deal,"0,02 €",2023-03-02
CROS,U.A. Signing Deal,"0,02 €",2023-03-02
AP08,U.A. Stadium,"0,02 €",2023-03-02
PROM,UDE Token (V.2 - Token),"25,00 €",2023-03-02
PROM,UDE Token (V.3 - Token),"25,00 €",2023-03-02
PROM,UDE Token (V.1 - Token),"799,99 €",2023-03-02
PROM,UDE Token (V.4 - Token),"799,99 €",2023-03-02
TKN4,UDS Judge Token (V.1 - Token),"35,00 €",2023-03-02
TKN4,UDS Judge Token (V.2 - Token),"200,00 €",2023-03-02
SGX2,UFOroid Fighter (V.2 - Secret Rare),"0,10 €",2023-03-02
SGX1,UFO Turtle,"0,02 €",2023-03-02
SD3,UFO Turtle,"0,02 €",2023-03-02
SGX2,UFOroid,"0,02 €",2023-03-02
SDOK,UFO Turtle,"0,02 €",2023-03-02
SGX2,UFOroid Fighter (V.1 - Common),"0,02 €",2023-03-02
5DS1,UFO Turtle,"0,02 €",2023-03-02
LCYW,UFO Turtle,"0,50 €",2023-03-02
CRV,UFOroid (V.1 - Super Rare),"0,02 €",2023-03-02
MRL,UFO Turtle (V.1 - Rare),"0,02 €",2023-03-02
CRV,UFOroid (V.2 - Ultimate Rare),"0,99 €",2023-03-02
CRV,UFOroid Fighter (V.1 - Ultra Rare),"0,50 €",2023-03-02
SRL,UFO Turtle (V.3 - Rare),"0,02 €",2023-03-02
DL12,UFO Turtle (V.1 - Rare),"0,19 €",2023-03-02
CRV,UFOroid Fighter (V.2 - Ultimate Rare),"2,95 €",2023-03-02
DB1,UFO Turtle,"0,02 €",2023-03-02
RP01,UFO Turtle,"0,04 €",2023-03-02
SDM,UFO Turtle,"0,15 €",2023-03-02
SRL,UFO Turtle (V.1 - Rare),"0,20 €",2023-03-02
DR04,UFOroid,"0,05 €",2023-03-02
GRCR,Ukiyoe-P.U.N.K. Sharakusai,"0,02 €",2023-03-02
GRCR,Ukiyoe-P.U.N.K. Rising Carp,"0,02 €",2023-03-02
GRCR,Ukiyoe-P.U.N.K. Amazing Dragon (V.1 - Ultra Rare),"1,60 €",2023-03-02
GRCR,Ukiyoe-P.U.N.K. Amazing Dragon (V.2 - Collectors Rare),"23,00 €",2023-03-02
DBGC,Ukiyoe-P.U.N.K. Amazing Dragon (V.1 - Ultra Rare),"35,00 €",2023-03-02
DBGC,Ukiyoe-P.U.N.K. Amazing Dragon (V.2 - Secret Rare),,2023-03-02
DBGC,Ukiyoe-P.U.N.K. Rising Carp (V.1 - Common),"0,10 €",2023-03-02
DBGC,Ukiyoe-P.U.N.K. Rising Carp (V.2 - Parallel Rare),,2023-03-02
DBGC,Ukiyoe-P.U.N.K. Sharakusai (V.1 - Common),"0,10 €",2023-03-02
DBGC,Ukiyoe-P.U.N.K. Sharakusai (V.2 - Parallel Rare),"6,00 €",2023-03-02
PHHY,Ultimate Great Insect,"0,02 €",2023-03-02
MGED,Ultimate Conductor Tyranno,"0,03 €",2023-03-02
BACH,Ultimate Fusion,"0,10 €",2023-03-02
POTE,Ultimate Slayer (V.1 - Secret Rare),"18,50 €",2023-03-02
SR04,Ultimate Conductor Tyranno,"0,05 €",2023-03-02
SDCB,Ultimate Crystal Rainbow Dragon Overdrive,"0,03 €",2023-03-02
BROL,Ultimate Leo Utopia Ray,"0,05 €",2023-03-02
MP22,Ultra Beetrooper Absolute Hercules,"0,02 €",2023-03-02
SDCB,Ultimate Crystal Magic,"0,02 €",2023-03-02
MGED,Ultimaya Tzolkin,"0,02 €",2023-03-02
EGS1,Ultimate Divine-Beast,"0,02 €",2023-03-02
BODE,Ultra Beetrooper Absolute Hercules,"0,02 €",2023-03-02
MP22,Ultimate Dragonic Utopia Ray,"0,02 €",2023-03-02
SGX1,Ultimate Ancient Gear Golem (V.2 - Secret Rare),"0,28 €",2023-03-02
HISU,Ultra Polymerization,"0,08 €",2023-03-02
OP13,Ultimaya Tzolkin,"0,02 €",2023-03-02
BODE,Ultimate Flagship Ursatron,"0,02 €",2023-03-02
FIGA,Ultimate Fire Formation - Sinto,"0,10 €",2023-03-02
LED2,Ultimate Ancient Gear Golem,"0,02 €",2023-03-02
MP16,Ultimate Providence,"0,19 €",2023-03-02
SBAD,Umi,"0,02 €",2023-03-02
CYHO,Umbramirage the Elemental Lord,"0,02 €",2023-03-02
STON,Umbral Soul,"0,02 €",2023-03-02
LOB,Umi (V.2 - Common),"0,02 €",2023-03-02
RP01,Umiiruka,"0,02 €",2023-03-02
PRIO,Umbral Horror Ghost,"0,02 €",2023-03-02
JOTL,Umbral Horror Ghoul,"0,02 €",2023-03-02
JOTL,Umbral Horror Unform,"0,02 €",2023-03-02
JOTL,Umbral Horror Will o' the Wisp,"0,02 €",2023-03-02
LOB,Umi (V.1 - Common),"0,02 €",2023-03-02
DB1,Umiiruka,"0,02 €",2023-03-02
DB1,Umi,"0,02 €",2023-03-02
ABYR,Uminotaurus,"0,02 €",2023-03-02
BP03,Uminotaurus (V.1 - Common),"0,02 €",2023-03-02
LDD,Umi (V.2 - Common),"0,02 €",2023-03-02
MRL,Umiiruka (V.1 - Common),"0,05 €",2023-03-02
SRL,Umiiruka (V.3 - Common),"0,02 €",2023-03-02
SDM,Umiiruka,"0,30 €",2023-03-02
MDM,Umiiruka,"0,15 €",2023-03-02
SRL,Umiiruka (V.1 - Common),"0,02 €",2023-03-02
MP22,Underworld Goddess of the Closed World,"2,00 €",2023-03-02
KICO,Unexpected Dai,"0,02 €",2023-03-02
SESL,Uni-Zombie,"0,02 €",2023-03-02
YS17,United We Stand,"0,02 €",2023-03-02
MP20,Unchained Abomination,"4,00 €",2023-03-02
YS18,United We Stand,"0,02 €",2023-03-02
BLRR,Uni-Zombie,"0,30 €",2023-03-02
SR10,Unauthorized Reactivation,"0,10 €",2023-03-02
MP20,Unchained Soul of Anguish,"0,02 €",2023-03-02
MP20,Unchained Twins - Aruha,"0,02 €",2023-03-02
SR04,Unexpected Dai,"0,02 €",2023-03-02
MAGO,Unexpected Dai,"0,02 €",2023-03-02
ETCO,Unchained Twins - Sarama,"0,02 €",2023-03-02
LODT,Unifrog,"0,02 €",2023-03-02
MP20,Unchained Soul of Rage,"1,00 €",2023-03-02
SECE,Uni-Zombie,"0,02 €",2023-03-02
MP21,Union Driver,"0,02 €",2023-03-02
CHIM,Unchained Abomination,"3,00 €",2023-03-02
SR07,Uni-Zombie,"0,02 €",2023-03-02
MP20,Unchained Soul of Disaster,"0,02 €",2023-03-02
MGED,Upstart Goblin,"0,70 €",2023-03-02
SHVA,Upstart Golden Ninja,"0,02 €",2023-03-02
SESL,Upstart Goblin,"0,90 €",2023-03-02
GFTP,Update Jammer,"0,02 €",2023-03-02
ORCS,Upstart Golden Ninja,"0,02 €",2023-03-02
SAST,Update Jammer,"0,02 €",2023-03-02
RP01,Upstart Goblin,"0,35 €",2023-03-02
DEM1,Upstart Goblin,"0,50 €",2023-03-02
LCYW,Upstart Goblin,"4,00 €",2023-03-02
SRL,Upstart Goblin (V.1 - Common),"0,50 €",2023-03-02
MRL,Upstart Goblin (V.1 - Common),"0,35 €",2023-03-02
DB1,Upstart Goblin,"0,50 €",2023-03-02
MRL,Upstart Goblin (V.2 - Common),"0,49 €",2023-03-02
GLAS,Updraft (V.1 - Super Rare),"0,02 €",2023-03-02
SRL,Upstart Goblin (V.3 - Common),"0,50 €",2023-03-02
DLG1,Upstart Goblin,"1,29 €",2023-03-02
TU08,Upstart Goblin,"27,00 €",2023-03-02
MDM,Upstart Goblin,"0,30 €",2023-03-02
RC02,Upstart Goblin (V.1 - Super Rare),"0,98 €",2023-03-02
SRL,Upstart Goblin (V.2 - Common),"1,00 €",2023-03-02
MGED,Urgent Schedule,"0,14 €",2023-03-02
MP21,"Uria, Lord of Searing Flames","0,35 €",2023-03-02
SDSA,"Uria, Lord of Searing Flames","0,15 €",2023-03-02
BODE,Ursarctic Drytron,"0,02 €",2023-03-02
BACH,Ursarctic Radiation,"0,02 €",2023-03-02
ANGU,Ursarctic Megapolar,"0,02 €",2023-03-02
ANGU,Ursarctic Mikbilis,"0,02 €",2023-03-02
BACH,Uradora of Fate,"0,02 €",2023-03-02
ANGU,Ursarctic Miktanus,"0,02 €",2023-03-02
ANGU,Ursarctic Mikpolar,"0,02 €",2023-03-02
LDS2,Urgent Schedule,"1,99 €",2023-03-02
ANGU,Ursarctic Departure,"0,02 €",2023-03-02
ANGU,Ursarctic Slider,"0,02 €",2023-03-02
ANGU,Ursarctic Megatanus,"0,02 €",2023-03-02
ANGU,Ursarctic Polari (V.1 - Ultra Rare),"1,45 €",2023-03-02
ANGU,Ursarctic Megabilis,"0,02 €",2023-03-02
ANGU,Ursarctic Septentrion (V.1 - Ultra Rare),"0,40 €",2023-03-02
ANGU,Ursarctic Grand Chariot (V.1 - Ultra Rare),"0,70 €",2023-03-02
LC02,"Uria, Lord of Searing Flames","0,10 €",2023-03-02
ANGU,Ursarctic Big Dipper,"0,47 €",2023-03-02
MP1,Ushi Oni,"8,00 €",2023-03-02
IGAS,"Utgarda, Generaider Boss of Delusion","0,02 €",2023-03-02
DUPO,Utopic Onomatopoeia,"0,02 €",2023-03-02
PGLD,Utopia Buster,"0,03 €",2023-03-02
OP17,Utopian Aura,"0,02 €",2023-03-02
GENF,Utopian Aura,"0,02 €",2023-03-02
YS13,Utopian Aura,"0,02 €",2023-03-02
IGAS-JP,"Utgarda, Generaider Boss of Delusion","0,20 €",2023-03-02
SD42,Utopic Onomatopoeia,,2023-03-02
20TH-JPB,Utopic Onomatopoeia,"1,95 €",2023-03-02
PHHY,"Vala, Seidhr of the Generaider Bosses","0,02 €",2023-03-02
GFP2,Vampire Sucker,"0,02 €",2023-03-02
TAMA,Vaylantz World - Shinra Bansho,"0,02 €",2023-03-02
DUDE,Vanity's Fiend,"0,03 €",2023-03-02
TAMA,Vaylantz World - Konig Wissen,"0,02 €",2023-03-02
DABL,Vaylantz Wakening - Solo Activation,"0,02 €",2023-03-02
BACH,Vampire Fascinator,"0,02 €",2023-03-02
TAMA,Vaylantz Voltage Viscount,"0,02 €",2023-03-02
TAMA,Vaylantz Mad Marquess,"0,02 €",2023-03-02
TAMA,Vaylantz Buster Baron,"0,02 €",2023-03-02
GFP2,Vampire Kingdom,"0,02 €",2023-03-02
TAMA,Vaylantz Dominator Duke,"0,02 €",2023-03-02
TAMA,Vaylantz Genesis Grand Duke,"0,02 €",2023-03-02
GFP2,Vampire Sorcerer,"0,02 €",2023-03-02
GFP2,Vampire Duke,"0,02 €",2023-03-02
GFP2,Vampire Takeover,"0,02 €",2023-03-02
TAMA,Vaylantz Wars - The Place of Beginning (V.1 - Ultra Rare),"0,30 €",2023-03-02
DUOV,Vanity's Ruler,"0,03 €",2023-03-02
BACH,Vampire Ghost,"0,30 €",2023-03-02
GFP2,Vampire Grace,"0,02 €",2023-03-02
DABL,Vernusylph of the Misting Seedlings,"0,02 €",2023-03-02
POTE,Vernusylph of the Awakening Forests,"0,02 €",2023-03-02
POTE,Vernusylph of the Flourishing Hills,"1,90 €",2023-03-02
POTE,Vernusylph of the Thawing Mountains,"0,02 €",2023-03-02
RIRA,Vessel for the Dragon Cycle,"0,02 €",2023-03-02
MP20,Vessel for the Dragon Cycle,"0,02 €",2023-03-02
DABL,Vera the Vernusylph Goddess,"0,07 €",2023-03-02
POTE,Vernusylph of the Flowering Fields,"0,02 €",2023-03-02
POTE,Vernusylph Corolla,"0,02 €",2023-03-02
OP17,Vessel for the Dragon Cycle,"0,40 €",2023-03-02
DABL,Vernusylph in Full Bloom,"0,02 €",2023-03-02
DUDE,Vermillion Dragon Mech,"0,02 €",2023-03-02
POTE,Vendread Scavenger,"0,02 €",2023-03-02
POTE,Vernusylph and the Changing Season,"0,02 €",2023-03-02
POTE,Vernusylph and the Flower Buds,"0,02 €",2023-03-02
EXFO,Vendread Core,"0,02 €",2023-03-02
CIBR,Vendread Nights,"0,02 €",2023-03-02
EXFO,Vendread Battlelord,"0,02 €",2023-03-02
CIBR,Vendread Reunion,"0,02 €",2023-03-02
CIBR,Vendread Striges,"0,02 €",2023-03-02
GFP2,Vision HERO Faris,"0,75 €",2023-03-02
GFP2,Vision HERO Vyon,"0,02 €",2023-03-02
GFP2,Vision HERO Increase,"0,03 €",2023-03-02
DIFO,Visas Starfrost (V.1 - Secret Rare),"13,99 €",2023-03-02
MP21,Virtual World Kyubi - Shenshen,"0,04 €",2023-03-02
BACH,Vision with Eyes of Blue,"0,04 €",2023-03-02
GRCR,Virtual World Hime - Nyannyan,"0,02 €",2023-03-02
MP21,Virtual World Mai-Hime - Lulu,"0,20 €",2023-03-02
GFP2,"Victorica, Angel of Bravery","0,02 €",2023-03-02
MP22,Virtual World Gate - Xuanwu,"0,02 €",2023-03-02
MP21,Virtual World Xiezhi - Jiji,"0,02 €",2023-03-02
MP21,Virtual World Roshi - Laolao,"0,06 €",2023-03-02
MP21,Virtual World Kirin - Lili,"0,02 €",2023-03-02
MP21,Virtual World Hime - Nyannyan,"0,05 €",2023-03-02
MP21,Virtual World City - Kauwloon,"0,02 €",2023-03-02
BLHR,Vision HERO Trinity,"0,08 €",2023-03-02
GFP2,Vision HERO Minimum Ray,"0,02 €",2023-03-02
GFP2,Vision HERO Poisoner,"0,02 €",2023-03-02
GFP2,Vision HERO Gravito,"0,02 €",2023-03-02
MP22,Virtual World Oto-Hime - Toutou,"0,02 €",2023-03-02
DIFO,V-LAN Hydra,"0,02 €",2023-03-02
SDBT,Void Trap Hole,"0,02 €",2023-03-02
SDSB,Volcanic Shell,"0,02 €",2023-03-02
SGX1,Volcanic Rocket (V.2 - Secret Rare),"0,50 €",2023-03-02
SGX1,Volcanic Doomfire (V.2 - Secret Rare),"0,30 €",2023-03-02
BROL,Void Feast,"0,02 €",2023-03-02
PGL3,Void Trap Hole,"0,10 €",2023-03-02
SGX1,Volcanic Shell,"0,02 €",2023-03-02
DT06,Volcanic Shell,"2,38 €",2023-03-02
FOTB,Volcanic Scattershot,"0,02 €",2023-03-02
DAMA,"Voloferniges, the Darkest Dragon Doomrider","0,02 €",2023-03-02
SGX1,Volcanic Rocket (V.1 - Common),"0,02 €",2023-03-02
GFP2,Void Cauldron,"0,02 €",2023-03-02
LODT,Volcanic Queen,"0,02 €",2023-03-02
FOTB,Volcanic Shell (V.1 - Rare),"0,02 €",2023-03-02
ETCO,Void Apocalypse,"0,02 €",2023-03-02
OP14,Void Ogre Dragon,"0,02 €",2023-03-02
SGX1,Volcanic Doomfire (V.1 - Common),"0,02 €",2023-03-02
MP22,"Voloferniges, the Darkest Dragon Doomrider","0,02 €",2023-03-02
LCKC,Vorse Raider,"0,02 €",2023-03-02
LDK2,Vorse Raider,"0,02 €",2023-03-02
JOTL,V Salamander,"0,02 €",2023-03-02
LCKC,V-Tiger Jet,"0,05 €",2023-03-02
SGX1,V-Tiger Jet,"0,02 €",2023-03-02
EEN,V-Tiger Jet,"0,02 €",2023-03-02
DP2,V-Tiger Jet,"0,02 €",2023-03-02
DR04,V-Tiger Jet,"0,79 €",2023-03-02
MVP1,Vulcan Dragni the Cubic King (V.3 - Secret Rare),"0,04 €",2023-03-02
LC5D,Vulcan the Divine,"2,00 €",2023-03-02
MVP1,Vulcan Dragni the Cubic King (V.2 - Gold Rare),"0,02 €",2023-03-02
MVP1,Vulcan Dragni the Cubic King (V.1 - Ultra Rare),"0,02 €",2023-03-02
JUMP,Vulcan the Divine,"2,50 €",2023-03-02
20TH-C,Vulcan Dragni the Cubic King (V.1 - Super Rare),"0,10 €",2023-03-02
20TH-C,Vulcan Dragni the Cubic King (V.2 - Secret Rare),"1,50 €",2023-03-02
MVP1-JP,Vulcan Dragni the Cubic King,"0,60 €",2023-03-02
GP16,Vulcan the Divine (V.2 - Gold Secret Rare),"9,00 €",2023-03-02
GP16,Vulcan the Divine (V.1 - Gold Rare),"6,00 €",2023-03-02
SPRG,Vulcan the Divine,,2023-03-02
LART,VWXYZ-Dragon Catapult Cannon,"0,10 €",2023-03-02
LCKC,VW-Tiger Catapult,"0,02 €",2023-03-02
EEN,VW-Tiger Catapult,"0,02 €",2023-03-02
EEN,VWXYZ-Dragon Catapult Cannon (V.1 - Super Rare),"0,02 €",2023-03-02
DP2,VWXYZ-Dragon Catapult Cannon,"0,02 €",2023-03-02
LED2,VWXYZ-Dragon Catapult Cannon,"0,02 €",2023-03-02
SGX1,VW-Tiger Catapult,"0,02 €",2023-03-02
SGX1,VWXYZ-Dragon Catapult Cannon,"0,02 €",2023-03-02
DP2,VW-Tiger Catapult,"0,02 €",2023-03-02
EEN,VWXYZ-Dragon Catapult Cannon (V.2 - Ultimate Rare),"4,98 €",2023-03-02
DR04,VW-Tiger Catapult,"0,35 €",2023-03-02
DR04,VWXYZ-Dragon Catapult Cannon,"15,00 €",2023-03-02
DP19,VWXYZ-Dragon Catapult Cannon,"0,10 €",2023-03-02
HA05,Vylon Sigma,"0,04 €",2023-03-02
HA05,Vylon Cube,"0,02 €",2023-03-02
HA05,Vylon Soldier,"0,02 €",2023-03-02
HA06,Vylon Sphere,"0,02 €",2023-03-02
HA06,Vylon Omega,"0,04 €",2023-03-02
STOR,Vylon Matter,"0,02 €",2023-03-02
HA06,Vylon Pentachloro,"0,02 €",2023-03-02
SDLI,Vylon Prism,"0,02 €",2023-03-02
HA05,Vylon Vanguard,"0,02 €",2023-03-02
HA06,Vylon Component,"0,02 €",2023-03-02
HA06,Vylon Disigma,"0,50 €",2023-03-02
HA06,Vylon Element,"0,02 €",2023-03-02
HA05,Vylon Epsilon,"0,05 €",2023-03-02
